,,,,
File Name,Folder,Subfolder,Text Content,Type
10-K_2023-02-21_Management_Discussion_&_Analysis_(MD&A).txt,jpmorgan_chase_&_co,2023," Item 7. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations. 

Management&#8217;s discussion and analysis of financial condition and results of operations, entitled &#8220;Management&#8217;s discussion and analysis,&#8221; appears on pages 46&#8211;154. Such information should be read in conjunction with the Consolidated Financial Statements and Notes thereto, which appear on pages 159-291. 

",MD&A
10-K_2024-02-16_Management_Discussion_&_Analysis_(MD&A).txt,jpmorgan_chase_&_co,2024," Item 7. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations. 

Management&#8217;s discussion and analysis of financial condition and results of operations, entitled &#8220;Management&#8217;s discussion and analysis,&#8221; appears on pages 48&#8211;161. Such information should be read in conjunction with the Consolidated Financial Statements and Notes thereto, which appear on pages 166&#8211;309. 

",MD&A
10-Q_2020-05-05_MD&A.txt,"pnc_financial_services_group,_inc.,_the",2020," Item 2. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations (MD&#38;A). 

&#160; 

Financial Review 

Consolidated Financial Highlights 

Executive Summary 

Consolidated Income Statement Review 

Consolidated Balance Sheet Review 

Business Segments Review 

Risk Management 

Recent Regulatory Developments 

Critical Accounting Estimates and Judgments 

Off-Balance Sheet Arrangements and Variable Interest Entities 

Internal Controls and Disclosure Controls and Procedures 

Glossary of Terms 

Cautionary Statement Regarding Forward-Looking Information 

",MD&A
10-Q_2020-08-04_MD&A.txt,"pnc_financial_services_group,_inc.,_the",2020," Item 2. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations (MD&#38;A). 

&#160; 

Financial Review 

Consolidated Financial Highlights 

Executive Summary 

Consolidated Income Statement Review 

Consolidated Balance Sheet Review 

Business Segments Review 

Risk Management 

Recent Regulatory Developments 

Critical Accounting Estimates and Judgments 

Off-Balance Sheet Arrangements and Variable Interest Entities 

Internal Controls and Disclosure Controls and Procedures 

Glossary of Terms 

Cautionary Statement Regarding Forward-Looking Information 

",MD&A
10-Q_2020-11-03_MD&A.txt,"pnc_financial_services_group,_inc.,_the",2020," Item 2. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations (MD&#38;A). 

&#160; 

Financial Review 

Consolidated Financial Highlights 

Executive Summary 

Consolidated Income Statement Review 

Consolidated Balance Sheet Review 

Business Segments Review 

Risk Management 

Recent Regulatory Developments 

Critical Accounting Estimates and Judgments 

Off-Balance Sheet Arrangements and Variable Interest Entities 

Internal Controls and Disclosure Controls and Procedures 

Glossary of Terms 

Cautionary Statement Regarding Forward-Looking Information 

",MD&A
10-Q_2021-05-05_MD&A.txt,"pnc_financial_services_group,_inc.,_the",2021," Item 2. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations (MD&#38;A). Financial Review 

Consolidated Financial Highlights 

Executive Summary 

Consolidated Income Statement Review 

Consolidated Balance Sheet Review 

Business Segments Review 

Risk Management 

Recent Regulatory Developments 

Critical Accounting Estimates and Judgments 

Off-Balance Sheet Arrangements and Variable Interest Entities 

Internal Controls and Disclosure Controls and Procedures 

Cautionary Statement Regarding Forward-Looking Information 

",MD&A
10-Q_2021-08-06_MD&A.txt,"pnc_financial_services_group,_inc.,_the",2021," Item 2. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations (MD&#38;A). Financial Review 

Consolidated Financial Highlights 

Executive Summary 

Consolidated Income Statement Review 

Consolidated Balance Sheet Review 

Business Segments Review 

Risk Management 

Recent Regulatory Developments 

Critical Accounting Estimates and Judgments 

Off-Balance Sheet Arrangements and Variable Interest Entities 

Internal Controls and Disclosure Controls and Procedures 

Cautionary Statement Regarding Forward-Looking Information 

",MD&A
10-Q_2021-11-03_MD&A.txt,"pnc_financial_services_group,_inc.,_the",2021," Item 2. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations (MD&#38;A). Financial Review 

Consolidated Financial Highlights 

Executive Summary 

Consolidated Income Statement Review 

Consolidated Balance Sheet Review 

Business Segments Review 

Risk Management 

Recent Regulatory Developments 

Critical Accounting Estimates and Judgments 

Off-Balance Sheet Arrangements and Variable Interest Entities 

Internal Controls and Disclosure Controls and Procedures 

Cautionary Statement Regarding Forward-Looking Information 

",MD&A
10-K_2022-02-25_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,"pnc_financial_services_group,_inc.,_the",2022," ITEM 7A &#8211; QUANTITATIVE AND QUALITATIVE DISCLOSURES ABOUT MARKET RISK 

This information is set forth in the Risk Management section of Item 7 and in Note 1 Accounting Policies, Note 15 Fair Value and Note 16 Financial Derivatives in the Notes to Consolidated Financial Statements in Item 8 of this Report. 

",Q&Q
10-Q_2022-05-04_MD&A.txt,"pnc_financial_services_group,_inc.,_the",2022," Item 2. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations (MD&#38;A). Financial Review 

Consolidated Financial Highlights 

Executive Summary 

Consolidated Income Statement Review 

Consolidated Balance Sheet Review 

Business Segments Review 

Risk Management 

Recent Regulatory Developments 

Critical Accounting Estimates and Judgments 

Internal Controls and Disclosure Controls and Procedures 

Cautionary Statement Regarding Forward-Looking Information 

",MD&A
10-Q_2022-08-02_MD&A.txt,"pnc_financial_services_group,_inc.,_the",2022," Item 2. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations (MD&#38;A). Financial Review 

Consolidated Financial Highlights 

Executive Summary 

Consolidated Income Statement Review 

Consolidated Balance Sheet Review 

Business Segments Review 

Risk Management 

Recent Regulatory Developments 

Critical Accounting Estimates and Judgments 

Internal Controls and Disclosure Controls and Procedures 

Cautionary Statement Regarding Forward-Looking Information 

",MD&A
10-K_2023-02-22_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,"pnc_financial_services_group,_inc.,_the",2023," ITEM 7A &#8211; QUANTITATIVE AND QUALITATIVE DISCLOSURES ABOUT MARKET RISK 

This information is set forth in the Risk Management section of Item 7 and in Note 1 Accounting Policies, Note 15 Fair Value and Note 16 Financial Derivatives in the Notes to Consolidated Financial Statements in Item 8 of this Report. 

",Q&Q
10-K_2024-02-21_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,"pnc_financial_services_group,_inc.,_the",2024," ITEM 7A &#8211; QUANTITATIVE AND QUALITATIVE DISCLOSURES ABOUT MARKET RISK 

This information is set forth in the Risk Management section of Item 7 and in Note 1 Accounting Policies, Note 14 Fair Value and Note 15 Financial Derivatives in the Notes to Consolidated Financial Statements in Item 8 of this Report. 

",Q&Q
10-K_2020-03-02_Management_Discussion_&_Analysis_(MD&A).txt,"popular,_inc",2020," ITEM 7. MANAGEMENT&#8217;S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF OPERATIONS 

&#160; 

The information required by this item appears in the Annual Report under the caption Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations, and is incorporated herein by reference. 

&#160; 

&#160; 

Table 15, &#8220;Maturity Distribution of Earning Assets&#8221;, in the Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations section of the Annual Report, takes into consideration prepayment assumptions as determined by management based on the expected interest rate scenario. 

&#160; 

",MD&A
10-K_2021-03-01_Management_Discussion_&_Analysis_(MD&A).txt,"popular,_inc",2021," ITEM 7. MANAGEMENT&#8217;S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF OPERATIONS 

&#160; 

&#160; 

The information required by this item included in this Form 10K, commencing on page 50. 

&#160; 

&#160; 

",MD&A
10-K_2022-03-01_Management_Discussion_&_Analysis_(MD&A).txt,"popular,_inc",2022," ITEM 7. MANAGEMENT&#8217;S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF OPERATIONS 

&#160; 

The information required by this item included in this Form 10-K, commencing on page 53. 

&#160; 

&#160; 

",MD&A
10-K_2023-03-01_Management_Discussion_&_Analysis_(MD&A).txt,"popular,_inc",2023," ITEM 7. MANAGEMENT&#8217;S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION &#160;

AND RESULTS OF OPERATIONS 

The information required by this item is included in &#160;

this Form 10-K, commencing on page 50. 

",MD&A
10-K_2024-02-29_Management_Discussion_&_Analysis_(MD&A).txt,"popular,_inc",2024," ITEM 7. MANAGEMENT&#8217;S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION &#160;

AND RESULTS OF OPERATIONS 

The information required by this item is included in &#160;

this Form 10-K, commencing on page 54. 

",MD&A
10-Q_2020-02-07_Risk_Factors.txt,"raymond_james_financial,_inc",2020," ITEM 1A. RISK FACTORS 

Not applicable. 

",Risk
10-Q_2021-02-08_Risk_Factors.txt,"raymond_james_financial,_inc",2021," ITEM 1A. RISK FACTORS 

Not applicable. 

",Risk
10-Q_2021-05-07_Risk_Factors.txt,"raymond_james_financial,_inc",2021," ITEM 1A. RISK FACTORS 

Not applicable. 

RAYMOND JAMES FINANCIAL, INC. AND SUBSIDIARIES 

",Risk
10-Q_2021-08-09_Risk_Factors.txt,"raymond_james_financial,_inc",2021," ITEM 1A. RISK FACTORS 

Not applicable. 

RAYMOND JAMES FINANCIAL, INC. AND SUBSIDIARIES 

",Risk
10-Q_2022-02-08_Risk_Factors.txt,"raymond_james_financial,_inc",2022," ITEM 1A. RISK FACTORS 

Not applicable. 

RAYMOND JAMES FINANCIAL, INC. AND SUBSIDIARIES 

",Risk
10-Q_2022-05-09_Risk_Factors.txt,"raymond_james_financial,_inc",2022," ITEM 1A. RISK FACTORS 

Not applicable. 

RAYMOND JAMES FINANCIAL, INC. AND SUBSIDIARIES 

",Risk
10-Q_2023-02-03_Risk_Factors.txt,"raymond_james_financial,_inc",2023," ITEM 1A. RISK FACTORS 

Not applicable. 

",Risk
10-Q_2023-05-08_Risk_Factors.txt,"raymond_james_financial,_inc",2023," ITEM 1A. RISK FACTORS 

Not applicable. 

",Risk
10-Q_2024-05-07_Risk_Factors.txt,"raymond_james_financial,_inc",2024," ITEM 1A. RISK FACTORS 

Not applicable. 

",Risk
10-Q_2024-08-06_Risk_Factors.txt,"raymond_james_financial,_inc",2024," ITEM 1A. RISK FACTORS 

Not applicable. 

",Risk
10-K_2020-02-21_Management_Discussion_&_Analysis_(MD&A).txt,regions_financial_corporation,2020," Item 7. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations 

",MD&A
10-K_2021-02-23_Management_Discussion_&_Analysis_(MD&A).txt,regions_financial_corporation,2021," Item 7. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations 

",MD&A
10-Q_2021-05-05_Risk_Factors.txt,regions_financial_corporation,2021," Item 1A. Risk Factors 84 

",Risk
10-K_2022-02-24_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,regions_financial_corporation,2022," Item 7A. Quantitative and Qualitative Disclosures about Market Risk 

This information is set forth in the Risk Management section of Item 7 and is incorporated herein by reference. 

",Q&Q
10-K_2023-02-24_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,regions_financial_corporation,2023," Item 7A. Quantitative and Qualitative Disclosures about Market Risk 

This information is set forth in the Risk Management section of Item 7 and is incorporated herein by reference. 

",Q&Q
10-K_2024-02-23_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,regions_financial_corporation,2024," Item 7A. Quantitative and Qualitative Disclosures about Market Risk 

This information is set forth in the Risk Management section of Item 7 and is incorporated herein by reference. 

",Q&Q
10-K_2020-02-13_Business_Overview.txt,synchrony_financial,2020," Item 1. 

Business 

8 &#160;- 24, 74 - 88 

&#160; 

&#160; 

&#160; 

",Business Overview
10-K_2020-02-13_Management_Discussion_&_Analysis_(MD&A).txt,synchrony_financial,2020," Item 7. 

Management's Discussion and Analysis of Financial Condition and Results of Operations 

25 &#160;- 49, 51 - 55 

&#160; 

&#160; 

&#160; 

",MD&A
10-K_2020-02-13_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,synchrony_financial,2020," Item 7A. 

Quantitative and Qualitative Disclosures About Market Risk 

49 &#160;- 50 

&#160; 

&#160; 

&#160; 

",Q&Q
10-K_2020-02-13_Risk_Factors.txt,synchrony_financial,2020," Item 1A. 

Risk Factors 

56 &#160;- 73, 88 - 93 

&#160; 

&#160; 

&#160; 

",Risk
10-K_2021-02-11_Business_Overview.txt,synchrony_financial,2021," Item 1. 

Business 

8 - 25, 79 - 94 

",Business Overview
10-K_2021-02-11_Management_Discussion_&_Analysis_(MD&A).txt,synchrony_financial,2021," Item 7. 

Management's Discussion and Analysis of Financial Condition and Results of Operations 

27 - 51, 53 - 57 

",MD&A
10-K_2021-02-11_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,synchrony_financial,2021," Item 7A. 

Quantitative and Qualitative Disclosures About Market Risk 

52 - 52 

",Q&Q
10-K_2021-02-11_Risk_Factors.txt,synchrony_financial,2021," Item 1A. 

Risk Factors 

59 - 78, 94 - 99 

",Risk
10-K_2022-02-10_Business_Overview.txt,synchrony_financial,2022," Item 1. 

Business 

7 - 26, 81 - 97 

",Business Overview
10-K_2022-02-10_Management_Discussion_&_Analysis_(MD&A).txt,synchrony_financial,2022," Item 7. 

Management's Discussion and Analysis of Financial Condition and Results of Operations 

27 - 52, 54 - 58 

",MD&A
10-K_2022-02-10_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,synchrony_financial,2022," Item 7A. 

Quantitative and Qualitative Disclosures About Market Risk 

52 - 53 

",Q&Q
10-K_2022-02-10_Risk_Factors.txt,synchrony_financial,2022," Item 1A. 

Risk Factors 

59 - 80, 97 - 102 

",Risk
10-K_2023-02-09_Business_Overview.txt,synchrony_financial,2023," Item 1. 

Business 

7 - 26 , 80 - 95 

",Business Overview
10-K_2023-02-09_Management_Discussion_&_Analysis_(MD&A).txt,synchrony_financial,2023," Item 7. 

Management's Discussion and Analysis of Financial Condition and Results of Operations 

27 - 52, 54 - 58 

",MD&A
10-K_2023-02-09_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,synchrony_financial,2023," Item 7A. 

Quantitative and Qualitative Disclosures About Market Risk 

52 - 54 

",Q&Q
10-K_2023-02-09_Risk_Factors.txt,synchrony_financial,2023," Item 1A. 

Risk Factors 

59 - 79, 95 - 100 

",Risk
10-K_2024-02-08_Business_Overview.txt,synchrony_financial,2024," Item 1. 

Business 

7 - 25 , 81 - 86 , 89 -99 

",Business Overview
10-K_2024-02-08_Management_Discussion_&_Analysis_(MD&A).txt,synchrony_financial,2024," Item 7. 

Management's Discussion and Analysis of Financial Condition and Results of Operations 

26 - 51, 54 - 58 

",MD&A
10-K_2024-02-08_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,synchrony_financial,2024," Item 7A. 

Quantitative and Qualitative Disclosures About Market Risk 

52 - 53 

",Q&Q
10-K_2024-02-08_Risk_Factors.txt,synchrony_financial,2024," Item 1A. 

Risk Factors 

59 - 80, 99 - 105 

",Risk
10-K_2020-02-20_Management_Discussion_&_Analysis_(MD&A).txt,u.s._bancorp,2020," Item 7.

Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations

##TABLE_END 

Information in response to this Item 7 can be found in the 2019 Annual Report on pages 22 to 66 under the heading &#8220;Management&#8217;s Discussion and Analysis.&#8221; That information is incorporated into this report by reference. 

&#160;

##TABLE_START ",MD&A
10-K_2020-02-20_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,u.s._bancorp,2020," Item 7A.

Quantitative and Qualitative Disclosures About Market Risk

##TABLE_END 

Information in response to this Item 7A can be found in the 2019 Annual Report on pages 36 to 56 under the heading &#8220;Corporate Risk Profile.&#8221; That information is incorporated into this report by reference. 

&#160;

##TABLE_START ",Q&Q
10-K_2020-02-20_Risk_Factors.txt,u.s._bancorp,2020," Item 1A.

Risk Factors

##TABLE_END 

Information in response to this Item 1A can be found in the 2019 Annual Report on pages 146 to 156 under the heading &#8220;Risk Factors.&#8221; That information is incorporated into this report by reference. 

&#160;

##TABLE_START ",Risk
10-K_2021-02-23_Management_Discussion_&_Analysis_(MD&A).txt,u.s._bancorp,2021," Item 7.

Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations

##TABLE_END 

Information in response to this Item 7 can be found in the 2020 Annual Report on pages 22 to 68 under the heading &#8220;Management&#8217;s Discussion and Analysis.&#8221; That information is incorporated into this report by reference. 

&#160;

##TABLE_START ",MD&A
10-K_2021-02-23_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,u.s._bancorp,2021," Item 7A.

Quantitative and Qualitative Disclosures About Market Risk

##TABLE_END 

Information in response to this Item 7A can be found in the 2020 Annual Report on pages 36 to 58 under the heading &#8220;Corporate Risk Profile.&#8221; That information is incorporated into this report by reference. 

&#160;

##TABLE_START ",Q&Q
10-K_2021-02-23_Risk_Factors.txt,u.s._bancorp,2021," Item 1A.

Risk Factors

##TABLE_END 

Information in response to this Item 1A can be found in the 2020 Annual Report on pages 146 to 158 under the heading &#8220;Risk Factors.&#8221; That information is incorporated into this report by reference. 

&#160;

##TABLE_START ",Risk
10-K_2022-02-22_Management_Discussion_&_Analysis_(MD&A).txt,u.s._bancorp,2022," Item 7.

Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations

##TABLE_END 

Information in response to this Item 7 can be found in the 2021 Annual Report on pages 22 to 60 under the heading &#8220;Management&#8217;s Discussion and Analysis.&#8221; That information is incorporated into this report by reference. 

&#160;

##TABLE_START ",MD&A
10-K_2022-02-22_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,u.s._bancorp,2022," Item 7A.

Quantitative and Qualitative Disclosures About Market Risk

##TABLE_END 

Information in response to this Item 7A can be found in the 2021 Annual Report on pages 35 to 56 under the heading &#8220;Corporate Risk Profile.&#8221; That information is incorporated into this report by reference. 

&#160;

##TABLE_START ",Q&Q
10-K_2022-02-22_Risk_Factors.txt,u.s._bancorp,2022," Item 1A.

Risk Factors

##TABLE_END 

Information in response to this Item 1A can be found in the 2021 Annual Report on pages 137 to 150 under the heading &#8220;Risk Factors.&#8221; That information is incorporated into this report by reference. 

&#160;

##TABLE_START ",Risk
10-K_2023-02-27_Management_Discussion_&_Analysis_(MD&A).txt,u.s._bancorp,2023," Item 7. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations &#160; 

##TABLE_END Information in response to this Item 7 can be found in the 2022 Annual Report on pages 22 to 59 under the heading &#8220;Management&#8217;s Discussion and Analysis.&#8221; That information is incorporated into this report by reference. 

&#160;

##TABLE_START ",MD&A
10-K_2023-02-27_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,u.s._bancorp,2023," Item 7A. Quantitative and Qualitative Disclosures About Market Risk 

##TABLE_END Information in response to this Item 7A can be found in the 2022 Annual Report on pages 35 to 56 under the heading &#8220;Corporate Risk Profile.&#8221; That information is incorporated into this report by reference. 

&#160;

##TABLE_START ",Q&Q
10-K_2023-02-27_Risk_Factors.txt,u.s._bancorp,2023," Item 1A. Risk Factors 

##TABLE_END Information in response to this Item 1A can be found in the 2022 Annual Report on pages 140 to 155 under the heading &#8220;Risk Factors.&#8221; That information is incorporated into this report by reference. 

&#160;

##TABLE_START ",Risk
10-K_2024-02-20_Management_Discussion_&_Analysis_(MD&A).txt,u.s._bancorp,2024," Item 7. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations 

Information in response to this Item 7 can be found in the 2023 Annual Report on pages 22 to 58 under the heading &#8220;Management&#8217;s Discussion and Analysis.&#8221; That information is incorporated into this report by reference. 

",MD&A
10-K_2024-02-20_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,u.s._bancorp,2024," Item 7A. Quantitative and Qualitative Disclosures About Market Risk 

Information in response to this Item 7A can be found in the 2023 Annual Report on pages 35 to 55 under the heading &#8220;Corporate Risk Profile.&#8221; That information is incorporated into this report by reference. 

",Q&Q
10-K_2024-02-20_Risk_Factors.txt,u.s._bancorp,2024," Item 1A . Risk Factors 

Information in response to this Item 1A can be found in the 2023 Annual Report on pages 140 to 155 under the heading &#8220;Risk Factors.&#8221; That information is incorporated into this report by reference. 

",Risk
10-K_2020-02-26_Management_Discussion_&_Analysis_(MD&A).txt,wells_fargo_&_company,2020," ITEM 7. 

MANAGEMENT'S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF OPERATIONS 

##TABLE_END

&#160; 

Information in response to this Item 7 can be found in the 2019 Annual Report to Shareholders under &#8220;Financial Review.&#8221; That information is incorporated into this item by reference. 

##TABLE_START ",MD&A
10-K_2020-02-26_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,wells_fargo_&_company,2020," ITEM 7A. 

QUANTITATIVE AND QUALITATIVE DISCLOSURES ABOUT MARKET RISK 

##TABLE_END

&#160; 

Information in response to this Item 7A can be found in the 2019 Annual Report to Shareholders under &#8220;Financial Review &#8211; Risk Management &#8211; Asset/Liability Management.&#8221; That information is incorporated into this item by reference. 

##TABLE_START ",Q&Q
10-K_2020-02-26_Risk_Factors.txt,wells_fargo_&_company,2020," ITEM 1A. 

RISK FACTORS 

##TABLE_END

Information in response to this Item 1A can be found in this report under Item 1 and in the 2019 Annual Report to Shareholders under &#8220;Financial Review &#8211; Risk Factors.&#8221; That information is incorporated into this item by reference. 

&#160; 

##TABLE_START ",Risk
10-Q_2020-05-05_MD&A.txt,wells_fargo_&_company,2020," Item 2. 

Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations (Financial Review) 

&#160; 

&#160; 

Summary Financial Data 

&#160; 

Overview 

&#160; 

Earnings Performance 

&#160; 

Balance Sheet Analysis 

&#160; 

Off-Balance Sheet Arrangements 

&#160; 

Risk Management 

&#160; 

Capital Management 

&#160; 

Regulatory Matters 

&#160; 

Critical Accounting Policies 

&#160; 

Current Accounting Developments 

&#160; 

Forward-Looking Statements 

&#160; 

Risk Factors 

&#160; 

Glossary of Acronyms 

",MD&A
10-Q_2020-05-05_Risk_Factors.txt,wells_fargo_&_company,2020," Item 1A. Risk Factors 

&#160; 

Information in response to this item can be found under the &#8220;Financial Review &#8211; Risk Factors&#8221; section in this Report which information is incorporated by reference into this item. 

",Risk
10-Q_2020-08-04_Risk_Factors.txt,wells_fargo_&_company,2020," Item 1A. Risk Factors 

&#160; 

Information in response to this item can be found under the &#8220;Financial Review &#8211; Risk Factors&#8221; section in this Report which information is incorporated by reference into this item. 

",Risk
10-Q_2020-11-02_MD&A.txt,wells_fargo_&_company,2020," Item 2. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations (Financial Review) Summary Financial Data 2 

Overview 3 

Earnings Performance 7 

Balance Sheet Analysis 22 

Off-Balance Sheet Arrangements 24 

Risk Management 25 

Capital Management 50 

Regulatory Matters 57 

Critical Accounting Policies 58 

Current Accounting Developments 60 

Forward-Looking Statements 61 

Risk Factors 63 

Glossary of Acronyms 170 

",MD&A
10-Q_2020-11-02_Risk_Factors.txt,wells_fargo_&_company,2020," Item 1A. Risk Factors 

&#160; 

Information in response to this item can be found under the &#8220;Financial Review &#8211; Risk Factors&#8221; section in this Report which information is incorporated by reference into this item. 

",Risk
10-K_2021-02-23_Management_Discussion_&_Analysis_(MD&A).txt,wells_fargo_&_company,2021," ITEM 7. MANAGEMENT&#8217;S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF OPERATIONS ##TABLE_END

Information in response to this Item 7 can be found in the 2020 Annual Report to Shareholders under &#8220;Financial Review.&#8221; That information is incorporated into this item by reference. 

##TABLE_START ",MD&A
10-K_2021-02-23_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,wells_fargo_&_company,2021," ITEM 7A. QUANTITATIVE AND QUALITATIVE DISCLOSURES ABOUT MARKET RISK ##TABLE_END

Information in response to this Item 7A can be found in the 2020 Annual Report to Shareholders under &#8220;Financial Review &#8211; Risk Management &#8211; Asset/Liability Management.&#8221; That information is incorporated into this item by reference. 

##TABLE_START ",Q&Q
10-K_2021-02-23_Risk_Factors.txt,wells_fargo_&_company,2021," ITEM 1A. RISK FACTORS ##TABLE_END

Information in response to this Item 1A can be found in this report under Item 1 and in the 2020 Annual Report to Shareholders under &#8220;Financial Review &#8211; Risk Factors.&#8221; That information is incorporated into this item by reference. 

&#160; 

##TABLE_START ",Risk
10-Q_2021-05-05_MD&A.txt,wells_fargo_&_company,2021," Item 2. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations (Financial Review) Summary Financial Data 2 

Overview 3 

Earnings Performance 6 

Balance Sheet Analysis 23 

Off-Balance Sheet Arrangements 25 

Risk Management 26 

Capital Management 47 

Regulatory Matters 53 

Critical Accounting Policies 54 

Current Accounting Developments 54 

Forward-Looking Statements 55 

Risk Factors 57 

Glossary of Acronyms 135 

",MD&A
10-Q_2021-05-05_Risk_Factors.txt,wells_fargo_&_company,2021," Item 1A. Risk Factors 

&#160; 

Information in response to this item can be found under the &#8220;Financial Review &#8211; Risk Factors&#8221; section in this Report which information is incorporated by reference into this item. 

",Risk
10-Q_2021-07-28_MD&A.txt,wells_fargo_&_company,2021," Item 2. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations (Financial Review) Summary Financial Data 2 

Overview 3 

Earnings Performance 6 

Balance Sheet Analysis 28 

Off-Balance Sheet Arrangements 29 

Risk Management 30 

Capital Management 51 

Regulatory Matters 57 

Critical Accounting Policies 59 

Current Accounting Developments 59 

Forward-Looking Statements 60 

Risk Factors 62 

Glossary of Acronyms 148 

",MD&A
10-Q_2021-07-28_Risk_Factors.txt,wells_fargo_&_company,2021," Item 1A. Risk Factors 

&#160; 

Information in response to this item can be found under the &#8220;Financial Review &#8211; Risk Factors&#8221; section in this Report which information is incorporated by reference into this item. 

",Risk
10-Q_2021-11-01_MD&A.txt,wells_fargo_&_company,2021," Item 2. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations (Financial Review) Summary Financial Data 2 

Overview 3 

Earnings Performance 6 

Balance Sheet Analysis 28 

Off-Balance Sheet Arrangements 29 

Risk Management 30 

Capital Management 51 

Regulatory Matters 57 

Critical Accounting Policies 58 

Current Accounting Developments 58 

Forward-Looking Statements 59 

Risk Factors 61 

Glossary of Acronyms 148 

",MD&A
10-Q_2021-11-01_Risk_Factors.txt,wells_fargo_&_company,2021," Item 1A. Risk Factors 

&#160; 

Information in response to this item can be found under the &#8220;Financial Review &#8211; Risk Factors&#8221; section in this Report which information is incorporated by reference into this item. 

",Risk
10-K_2022-02-22_Management_Discussion_&_Analysis_(MD&A).txt,wells_fargo_&_company,2022," ITEM 7. MANAGEMENT&#8217;S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF OPERATIONS ##TABLE_END

Information in response to this Item 7 can be found in the 2021 Annual Report to Shareholders under &#8220;Financial Review.&#8221; That information is incorporated into this item by reference. 

##TABLE_START ",MD&A
10-K_2022-02-22_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,wells_fargo_&_company,2022," ITEM 7A. QUANTITATIVE AND QUALITATIVE DISCLOSURES ABOUT MARKET RISK ##TABLE_END

Information in response to this Item 7A can be found in the 2021 Annual Report to Shareholders under &#8220;Financial Review &#8211; Risk Management &#8211; Asset/Liability Management.&#8221; That information is incorporated into this item by reference. 

##TABLE_START ",Q&Q
10-K_2022-02-22_Risk_Factors.txt,wells_fargo_&_company,2022," ITEM 1A. RISK FACTORS ##TABLE_END

Information in response to this Item 1A can be found in this report under Item 1 and in the 2021 Annual Report to Shareholders under &#8220;Financial Review &#8211; Risk Factors.&#8221; That information is incorporated into this item by reference. 

&#160; 

##TABLE_START ",Risk
